series_id,stats_data_id,reference_date,source_population_definition,unit,year,sex,age,category,subcategory,value,flag,retrieved_at
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,68歳,男女別・性比=男,人口=日本人人口; 全国=全国,641,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,68歳,男女別・性比=男,人口=日本人人口; 全国=全国,730,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,68歳,男女別・性比=男,人口=日本人人口; 全国=全国,797,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,69歳,男女別・性比=男,人口=日本人人口; 全国=全国,708,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,69歳,男女別・性比=男,人口=日本人人口; 全国=全国,702,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,69歳,男女別・性比=男,人口=日本人人口; 全国=全国,676,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,69歳,男女別・性比=男,人口=日本人人口; 全国=全国,630,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,69歳,男女別・性比=男,人口=日本人人口; 全国=全国,719,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,70歳,男女別・性比=男,人口=日本人人口; 全国=全国,667,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,70歳,男女別・性比=男,人口=日本人人口; 全国=全国,694,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,70歳,男女別・性比=男,人口=日本人人口; 全国=全国,688,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,70歳,男女別・性比=男,人口=日本人人口; 全国=全国,663,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,70歳,男女別・性比=男,人口=日本人人口; 全国=全国,619,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,71歳,男女別・性比=男,人口=日本人人口; 全国=全国,622,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,71歳,男女別・性比=男,人口=日本人人口; 全国=全国,653,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,71歳,男女別・性比=男,人口=日本人人口; 全国=全国,680,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,71歳,男女別・性比=男,人口=日本人人口; 全国=全国,674,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,71歳,男女別・性比=男,人口=日本人人口; 全国=全国,650,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,72歳,男女別・性比=男,人口=日本人人口; 全国=全国,611,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,72歳,男女別・性比=男,人口=日本人人口; 全国=全国,607,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,72歳,男女別・性比=男,人口=日本人人口; 全国=全国,638,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,72歳,男女別・性比=男,人口=日本人人口; 全国=全国,665,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,72歳,男女別・性比=男,人口=日本人人口; 全国=全国,660,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,73歳,男女別・性比=男,人口=日本人人口; 全国=全国,586,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,73歳,男女別・性比=男,人口=日本人人口; 全国=全国,595,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,73歳,男女別・性比=男,人口=日本人人口; 全国=全国,591,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,73歳,男女別・性比=男,人口=日本人人口; 全国=全国,622,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,73歳,男女別・性比=男,人口=日本人人口; 全国=全国,649,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,74歳,男女別・性比=男,人口=日本人人口; 全国=全国,554,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,74歳,男女別・性比=男,人口=日本人人口; 全国=全国,569,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,74歳,男女別・性比=男,人口=日本人人口; 全国=全国,578,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,74歳,男女別・性比=男,人口=日本人人口; 全国=全国,575,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,74歳,男女別・性比=男,人口=日本人人口; 全国=全国,606,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,75歳,男女別・性比=男,人口=日本人人口; 全国=全国,512,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,75歳,男女別・性比=男,人口=日本人人口; 全国=全国,536,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,75歳,男女別・性比=男,人口=日本人人口; 全国=全国,551,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,75歳,男女別・性比=男,人口=日本人人口; 全国=全国,560,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,75歳,男女別・性比=男,人口=日本人人口; 全国=全国,557,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,76歳,男女別・性比=男,人口=日本人人口; 全国=全国,485,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,76歳,男女別・性比=男,人口=日本人人口; 全国=全国,493,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,76歳,男女別・性比=男,人口=日本人人口; 全国=全国,517,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,76歳,男女別・性比=男,人口=日本人人口; 全国=全国,532,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,76歳,男女別・性比=男,人口=日本人人口; 全国=全国,541,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,77歳,男女別・性比=男,人口=日本人人口; 全国=全国,453,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,77歳,男女別・性比=男,人口=日本人人口; 全国=全国,465,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,77歳,男女別・性比=男,人口=日本人人口; 全国=全国,474,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,77歳,男女別・性比=男,人口=日本人人口; 全国=全国,497,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,77歳,男女別・性比=男,人口=日本人人口; 全国=全国,512,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,78歳,男女別・性比=男,人口=日本人人口; 全国=全国,419,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,78歳,男女別・性比=男,人口=日本人人口; 全国=全国,433,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,78歳,男女別・性比=男,人口=日本人人口; 全国=全国,444,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,78歳,男女別・性比=男,人口=日本人人口; 全国=全国,453,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,78歳,男女別・性比=男,人口=日本人人口; 全国=全国,475,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,79歳,男女別・性比=男,人口=日本人人口; 全国=全国,388,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,79歳,男女別・性比=男,人口=日本人人口; 全国=全国,398,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,79歳,男女別・性比=男,人口=日本人人口; 全国=全国,412,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,79歳,男女別・性比=男,人口=日本人人口; 全国=全国,422,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,79歳,男女別・性比=男,人口=日本人人口; 全国=全国,432,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,80歳,男女別・性比=男,人口=日本人人口; 全国=全国,339,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,80歳,男女別・性比=男,人口=日本人人口; 全国=全国,367,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,80歳,男女別・性比=男,人口=日本人人口; 全国=全国,376,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,80歳,男女別・性比=男,人口=日本人人口; 全国=全国,389,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,80歳,男女別・性比=男,人口=日本人人口; 全国=全国,400,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,81歳,男女別・性比=男,人口=日本人人口; 全国=全国,282,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,81歳,男女別・性比=男,人口=日本人人口; 全国=全国,318,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,81歳,男女別・性比=男,人口=日本人人口; 全国=全国,345,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,81歳,男女別・性比=男,人口=日本人人口; 全国=全国,353,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,81歳,男女別・性比=男,人口=日本人人口; 全国=全国,366,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,82歳,男女別・性比=男,人口=日本人人口; 全国=全国,231,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,82歳,男女別・性比=男,人口=日本人人口; 全国=全国,262,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,82歳,男女別・性比=男,人口=日本人人口; 全国=全国,297,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,82歳,男女別・性比=男,人口=日本人人口; 全国=全国,322,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,82歳,男女別・性比=男,人口=日本人人口; 全国=全国,330,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,83歳,男女別・性比=男,人口=日本人人口; 全国=全国,199,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,83歳,男女別・性比=男,人口=日本人人口; 全国=全国,214,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,83歳,男女別・性比=男,人口=日本人人口; 全国=全国,243,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,83歳,男女別・性比=男,人口=日本人人口; 全国=全国,275,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,83歳,男女別・性比=男,人口=日本人人口; 全国=全国,299,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,84歳,男女別・性比=男,人口=日本人人口; 全国=全国,171,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,84歳,男女別・性比=男,人口=日本人人口; 全国=全国,182,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,84歳,男女別・性比=男,人口=日本人人口; 全国=全国,196,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,84歳,男女別・性比=男,人口=日本人人口; 全国=全国,223,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,84歳,男女別・性比=男,人口=日本人人口; 全国=全国,252,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,85歳,男女別・性比=男,人口=日本人人口; 全国=全国,161,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,85歳,男女別・性比=男,人口=日本人人口; 全国=全国,155,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,85歳,男女別・性比=男,人口=日本人人口; 全国=全国,166,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,85歳,男女別・性比=男,人口=日本人人口; 全国=全国,178,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,85歳,男女別・性比=男,人口=日本人人口; 全国=全国,203,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,86歳,男女別・性比=男,人口=日本人人口; 全国=全国,117,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,86歳,男女別・性比=男,人口=日本人人口; 全国=全国,144,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,86歳,男女別・性比=男,人口=日本人人口; 全国=全国,140,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,86歳,男女別・性比=男,人口=日本人人口; 全国=全国,149,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,86歳,男女別・性比=男,人口=日本人人口; 全国=全国,161,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,87歳,男女別・性比=男,人口=日本人人口; 全国=全国,106,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,87歳,男女別・性比=男,人口=日本人人口; 全国=全国,104,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,87歳,男女別・性比=男,人口=日本人人口; 全国=全国,128,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,87歳,男女別・性比=男,人口=日本人人口; 全国=全国,124,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,87歳,男女別・性比=男,人口=日本人人口; 全国=全国,133,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,88歳,男女別・性比=男,人口=日本人人口; 全国=全国,92,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,88歳,男女別・性比=男,人口=日本人人口; 全国=全国,93,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,88歳,男女別・性比=男,人口=日本人人口; 全国=全国,91,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,88歳,男女別・性比=男,人口=日本人人口; 全国=全国,112,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,88歳,男女別・性比=男,人口=日本人人口; 全国=全国,109,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,89歳,男女別・性比=男,人口=日本人人口; 全国=全国,79,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,89歳,男女別・性比=男,人口=日本人人口; 全国=全国,79,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,89歳,男女別・性比=男,人口=日本人人口; 全国=全国,80,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,89歳,男女別・性比=男,人口=日本人人口; 全国=全国,79,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,89歳,男女別・性比=男,人口=日本人人口; 全国=全国,98,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,90歳,男女別・性比=男,人口=日本人人口; 全国=全国,64,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,90歳,男女別・性比=男,人口=日本人人口; 全国=全国,67,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,90歳,男女別・性比=男,人口=日本人人口; 全国=全国,68,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,90歳,男女別・性比=男,人口=日本人人口; 全国=全国,68,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,90歳,男女別・性比=男,人口=日本人人口; 全国=全国,67,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,91歳,男女別・性比=男,人口=日本人人口; 全国=全国,53,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,91歳,男女別・性比=男,人口=日本人人口; 全国=全国,54,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,91歳,男女別・性比=男,人口=日本人人口; 全国=全国,56,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,91歳,男女別・性比=男,人口=日本人人口; 全国=全国,57,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,91歳,男女別・性比=男,人口=日本人人口; 全国=全国,57,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,92歳,男女別・性比=男,人口=日本人人口; 全国=全国,40,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,92歳,男女別・性比=男,人口=日本人人口; 全国=全国,44,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,92歳,男女別・性比=男,人口=日本人人口; 全国=全国,44,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,92歳,男女別・性比=男,人口=日本人人口; 全国=全国,46,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2009年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2009,,92歳,男女別・性比=男,人口=日本人人口; 全国=全国,47,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2005年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2005,,93歳,男女別・性比=男,人口=日本人人口; 全国=全国,31,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2006年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2006,,93歳,男女別・性比=男,人口=日本人人口; 全国=全国,33,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2007年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2007,,93歳,男女別・性比=男,人口=日本人人口; 全国=全国,35,,2026-09-07T09:10:21Z
pop_total_single_age_annual,0004010040,2008年10月1日現在,人口推計の総人口及び日本人人口（各歳・確定値、全国）,千人,2008,,93歳,男女別・性比=男,人口=日本人人口; 全国=全国,36,,2026-09-07T09:10:21Z
